SalePrice,OverallQual,OverallCond,BedroomAbvGr,TotRmsAbvGrd,GrLivArea,TotalBsmtSF,YearBuilt,MSZoning,Utilities,BldgType,Categoria
118000,6,8,2,5,987,483,1972,RM,AllPub,Twnhs,barata
190000,6,5,3,6,1574,796,1976,RL,AllPub,1Fam,barata
147000,5,7,3,6,1344,672,1920,RM,AllPub,1Fam,barata
159000,6,5,3,6,1394,1394,1963,RL,AllPub,1Fam,barata
165000,6,5,3,6,1431,1099,1962,RL,AllPub,1Fam,barata
132000,5,6,2,7,1268,1268,1954,RL,AllPub,1Fam,barata
162000,5,7,3,7,1287,1063,1959,RL,AllPub,1Fam,barata
172400,6,5,3,7,1664,953,2000,RL,AllPub,1Fam,barata
134432,4,4,4,7,1588,0,1959,RL,AllPub,1Fam,barata
125000,6,5,2,4,752,744,1984,RL,AllPub,TwnhsE,barata
123000,5,6,3,5,1319,608,1953,RL,AllPub,1Fam,barata
219500,7,5,4,8,1928,847,2003,RL,AllPub,1Fam,cara
61000,1,1,1,4,904,683,1922,RL,AllPub,1Fam,barata
148000,5,5,2,5,914,870,1996,RL,AllPub,1Fam,barata
340000,8,5,4,8,2466,1580,2004,FV,AllPub,1Fam,cara
394432,9,2,1,8,1856,1856,2010,RL,AllPub,1Fam,cara
179000,6,5,3,7,1800,982,2000,RL,AllPub,1Fam,barata
127000,5,6,3,6,1691,1026,1924,RL,AllPub,1Fam,barata
187750,7,5,2,5,1301,1293,2006,FV,AllPub,1Fam,barata
213500,7,5,3,8,1797,939,2006,RL,AllPub,1Fam,barata
76000,6,3,2,5,784,784,1928,RH,AllPub,1Fam,barata
240000,6,5,3,9,1953,1580,1992,RL,AllPub,1Fam,cara
192000,8,5,2,6,1269,1256,2004,RL,AllPub,TwnhsE,barata
81000,5,3,5,8,1184,658,1910,RL,AllPub,1Fam,barata
125000,6,6,3,6,1125,1041,1976,RL,AllPub,1Fam,barata
191000,7,5,3,6,1479,1468,1999,RL,AllPub,1Fam,barata
426000,10,5,3,9,2332,1682,2007,RL,AllPub,1Fam,cara
119000,5,8,4,7,1367,861,1900,RL,AllPub,1Fam,barata
215000,6,5,3,7,1961,804,2001,RL,AllPub,1Fam,cara
106500,5,7,3,5,882,0,1959,RL,AllPub,1Fam,barata
100000,4,5,2,4,788,788,1941,RL,AllPub,1Fam,barata
109000,5,6,2,5,1034,735,1940,RL,AllPub,1Fam,barata
129000,5,6,3,6,1144,1144,1956,RL,AllPub,1Fam,barata
123000,5,5,2,6,894,894,1972,RL,AllPub,1Fam,barata
169500,5,5,4,8,1812,864,1962,RL,AllPub,1Fam,barata
67000,5,2,2,6,1077,961,1920,RM,AllPub,1Fam,barata
241000,7,5,2,7,1550,1092,2006,FV,AllPub,1Fam,cara
245500,8,5,1,4,1288,1260,1996,RL,AllPub,TwnhsE,cara
164990,7,5,3,6,1310,1310,2005,RL,AllPub,1Fam,barata
108000,5,8,2,4,672,672,1940,RL,AllPub,1Fam,barata
258000,8,5,4,10,2263,1141,1998,RL,AllPub,1Fam,cara
168000,6,5,3,7,1572,806,1995,RL,AllPub,1Fam,barata
150000,4,4,3,8,1620,1281,1976,RL,AllPub,1Fam,barata
115000,6,5,3,6,1639,1064,1936,RL,AllPub,1Fam,barata
177000,6,7,4,8,1680,840,1915,RL,AllPub,1Fam,barata
280000,7,5,3,9,2172,1063,2006,RL,AllPub,1Fam,cara
339750,8,5,3,8,2078,1034,2007,FV,AllPub,1Fam,cara
60000,5,3,3,5,1276,1276,1958,RL,AllPub,1Fam,barata
145000,5,5,3,5,1056,1056,1955,RL,AllPub,2fmCon,barata
222000,7,5,2,7,1478,1470,2009,FV,AllPub,1Fam,cara
115000,5,6,2,5,1028,1008,1927,RM,AllPub,1Fam,barata
228000,7,5,3,9,2097,1080,1993,RL,AllPub,1Fam,cara
181134,7,5,3,6,1340,1340,2007,RL,AllPub,1Fam,barata
149500,6,7,3,6,1400,672,1978,RL,AllPub,1Fam,barata
239000,6,6,4,10,2624,1370,1918,RL,AllPub,1Fam,cara
126000,5,6,3,7,1134,756,1940,RL,AllPub,1Fam,barata
142000,5,6,3,6,1056,1056,1968,RL,AllPub,1Fam,barata
206300,7,5,2,8,1344,1344,1997,RM,AllPub,Duplex,barata
215000,6,7,3,8,1602,1602,1977,RL,AllPub,1Fam,cara
113000,5,5,2,4,988,988,1954,RL,AllPub,1Fam,barata
315000,8,5,4,8,2630,1470,1998,RL,AllPub,1Fam,cara
139000,6,5,2,6,1196,1196,1956,RL,AllPub,1Fam,barata
135000,7,8,3,6,1389,651,1946,RM,AllPub,1Fam,barata
275000,7,5,2,5,1644,1518,1989,RL,AllPub,1Fam,cara
109008,4,6,3,5,907,907,1957,RL,AllPub,1Fam,barata
195400,7,5,2,6,1208,1208,2007,RL,AllPub,1Fam,barata
175000,6,5,3,6,1412,1392,1988,RL,AllPub,1Fam,barata
85400,6,5,2,4,987,483,1971,RM,AllPub,Twnhs,barata
79900,6,7,4,7,1198,901,1920,RM,AllPub,1Fam,barata
122500,5,5,2,6,1365,765,1971,RM,AllPub,TwnhsE,barata
181000,6,5,3,7,1604,926,1997,RL,AllPub,1Fam,barata
81000,4,7,1,3,630,630,1972,RM,AllPub,Twnhs,barata
212000,7,6,3,6,1661,799,1996,RL,AllPub,1Fam,barata
116000,6,8,2,6,1118,648,1920,RM,AllPub,1Fam,barata
119000,6,7,2,4,904,884,1926,RM,AllPub,1Fam,barata
90350,5,6,2,4,694,440,1913,RL,AllPub,1Fam,barata
110000,6,8,3,7,1196,684,1920,RL,AllPub,1Fam,barata
555000,10,5,2,10,2402,3094,2008,RL,AllPub,1Fam,cara
118000,4,4,4,8,1440,1440,1955,RL,AllPub,Duplex,barata
162900,5,7,3,8,1573,1078,1930,RM,AllPub,1Fam,barata
172500,7,5,2,6,1258,1258,2006,RL,AllPub,TwnhsE,barata
210000,7,5,4,8,1908,915,1994,RL,AllPub,1Fam,barata
127500,6,5,3,7,1689,1436,1956,RL,AllPub,1Fam,barata
190000,6,6,2,6,1888,1517,1966,RL,AllPub,1Fam,barata
199900,7,5,4,10,1886,930,1998,RL,AllPub,1Fam,barata
119500,6,6,3,7,1376,780,1937,RM,AllPub,1Fam,barata
120000,3,7,2,6,1183,649,1948,RM,AllPub,1Fam,barata
110000,6,8,2,5,813,813,1930,RM,AllPub,1Fam,barata
280000,7,5,2,5,1533,1533,1975,RL,AllPub,1Fam,cara
204000,6,5,3,7,1756,872,1996,RL,AllPub,1Fam,barata
210000,8,5,3,6,1590,768,2008,FV,AllPub,1Fam,barata
188000,5,5,4,8,1728,1728,1976,RL,AllPub,Duplex,barata
175500,7,6,3,6,1242,1242,1973,RL,AllPub,1Fam,barata
98000,5,5,4,7,1344,624,1916,RM,AllPub,1Fam,barata
256000,4,6,2,6,1663,1364,1954,RL,AllPub,1Fam,cara
161000,8,7,3,7,1666,588,1925,RM,AllPub,1Fam,barata
110000,5,4,3,5,1203,709,1950,RL,AllPub,1Fam,barata
263435,8,5,3,8,1935,832,2009,FV,AllPub,1Fam,cara
155000,7,9,3,6,1135,560,1936,RL,AllPub,1Fam,barata
62383,5,5,3,5,864,864,1965,RL,AllPub,1Fam,barata
188700,6,7,3,6,1660,715,1934,RL,AllPub,1Fam,barata
124000,5,5,3,5,1040,1040,1978,RL,AllPub,1Fam,barata
178740,7,5,2,6,1414,1375,2004,RM,AllPub,TwnhsE,barata
167000,7,5,2,5,1277,1277,1970,RL,AllPub,1Fam,barata
146500,5,7,3,7,1644,728,1942,RL,AllPub,1Fam,barata
250000,8,5,3,7,1634,1626,2006,RL,AllPub,1Fam,cara
187000,6,5,3,7,1710,832,1993,RL,AllPub,1Fam,barata
212000,8,5,1,4,1502,1488,1985,RL,AllPub,TwnhsE,barata
190000,7,6,3,8,1969,808,1977,RL,AllPub,1Fam,barata
148000,6,5,2,5,1072,547,2005,RM,AllPub,TwnhsE,barata
440000,8,5,2,7,1976,1976,2006,RL,AllPub,1Fam,cara
251000,8,5,2,6,1652,1494,2000,RL,AllPub,TwnhsE,cara
132500,5,6,2,5,970,970,1963,RL,AllPub,1Fam,barata
208900,6,5,3,7,1493,1478,1997,RL,AllPub,1Fam,barata
380000,9,5,3,9,2643,2153,2006,RL,AllPub,1Fam,cara
297000,8,5,3,7,1718,1705,2007,RL,AllPub,1Fam,cara
89471,4,7,2,7,1131,907,1937,RM,AllPub,1Fam,barata
326000,9,5,3,8,1850,1833,2004,RL,AllPub,1Fam,cara
374000,9,5,2,6,1792,1792,2003,RL,AllPub,1Fam,cara
155000,7,8,4,7,1826,910,1915,RM,AllPub,1Fam,barata
164000,6,5,2,5,1216,1216,1998,RM,AllPub,Twnhs,barata
132500,5,7,3,6,999,999,1962,RL,AllPub,1Fam,barata
147000,5,7,3,5,1113,1113,1950,RL,AllPub,1Fam,barata
156000,5,7,3,6,1073,1073,1965,RL,AllPub,1Fam,barata
175000,5,6,3,7,1484,1484,1971,RL,AllPub,1Fam,barata
160000,5,4,3,10,2414,954,1900,RL,AllPub,2fmCon,barata
86000,4,8,1,3,630,630,1970,RM,AllPub,Twnhs,barata
115000,5,6,3,4,1304,264,1976,RM,AllPub,TwnhsE,barata
133000,6,7,3,5,1578,806,1941,RL,AllPub,1Fam,barata
172785,6,5,3,8,1456,728,2006,RL,AllPub,1Fam,barata
155000,5,6,3,6,1269,1269,1960,RL,AllPub,1Fam,barata
91300,5,8,2,4,886,190,1938,RM,AllPub,1Fam,barata
34900,4,5,2,4,720,720,1920,C (all),AllPub,1Fam,barata
430000,8,5,4,10,3228,3200,1992,RL,AllPub,1Fam,cara
184000,7,6,4,8,1820,1026,1925,RL,AllPub,1Fam,barata
130000,5,7,3,5,899,864,1967,RL,AllPub,1Fam,barata
120000,5,7,2,5,912,912,1958,RL,AllPub,1Fam,barata
113000,6,5,3,7,1218,672,1973,RM,AllPub,Twnhs,barata
226700,7,5,3,7,1768,866,2005,FV,AllPub,1Fam,cara
140000,5,7,2,6,1214,1214,1965,RL,AllPub,1Fam,barata
289000,7,8,1,6,1801,1501,1959,RL,AllPub,1Fam,cara
147000,6,5,3,6,1322,855,1974,RL,AllPub,TwnhsE,barata
124500,5,5,4,10,1960,960,1952,RM,AllPub,Duplex,barata
215000,8,5,3,8,1911,777,1993,RL,AllPub,1Fam,cara
208300,6,5,2,4,1218,1218,2009,FV,AllPub,1Fam,barata
161000,7,9,3,7,1378,689,1928,RM,AllPub,1Fam,barata
124500,5,6,3,6,1041,1041,1959,RL,AllPub,1Fam,barata
164900,5,7,2,6,1363,1008,1951,RL,AllPub,1Fam,barata
202665,7,5,2,6,1368,1368,2005,RL,AllPub,TwnhsE,barata
129900,5,5,3,5,864,864,1958,RL,AllPub,1Fam,barata
134000,6,5,3,5,1080,1084,1983,RL,AllPub,1Fam,barata
96500,5,5,2,5,789,768,1926,RL,AllPub,1Fam,barata
402861,10,5,3,9,2020,2006,2009,RL,AllPub,1Fam,cara
158000,6,6,3,7,2119,689,1972,RL,AllPub,1Fam,barata
265000,7,5,3,7,2344,1264,1996,RL,AllPub,1Fam,cara
211000,6,5,3,7,1796,794,1998,RL,AllPub,1Fam,barata
234000,7,9,3,9,2080,1276,1926,RL,AllPub,1Fam,cara
106250,4,7,3,7,1294,0,1900,RL,AllPub,2fmCon,barata
150000,6,6,3,6,1244,1244,1957,RL,AllPub,1Fam,barata
159000,6,7,3,7,1664,1004,1947,RM,AllPub,1Fam,barata
184750,10,5,3,11,4676,3138,2007,RL,AllPub,1Fam,barata
315750,7,5,3,8,2398,1379,1996,RL,AllPub,1Fam,cara
176000,7,5,3,6,1266,1257,2005,FV,AllPub,1Fam,barata
132000,5,7,2,4,928,928,1956,RL,AllPub,1Fam,barata
446261,9,5,3,11,2713,1452,2008,RL,AllPub,1Fam,cara
86000,4,7,2,5,605,528,1920,RL,AllPub,1Fam,barata
200624,6,3,4,9,2515,2035,1957,RL,AllPub,1Fam,barata
175000,6,5,3,5,1509,1461,1988,RL,AllPub,1Fam,barata
128000,6,8,3,6,1362,611,1920,RM,AllPub,1Fam,barata
107500,5,7,2,5,827,0,1955,RL,AllPub,1Fam,barata
39300,1,3,1,2,334,0,1946,RL,AllPub,1Fam,barata
178000,8,5,3,6,1414,707,2004,RL,AllPub,1Fam,barata
107500,5,7,3,5,1347,1117,1910,RL,AllPub,2fmCon,barata
188000,7,5,3,8,1724,880,1998,RL,AllPub,1Fam,barata
111250,4,5,3,5,864,864,1972,RL,AllPub,1Fam,barata
158000,5,5,3,7,1159,1051,1968,RL,AllPub,1Fam,barata
272000,8,5,3,6,1601,1581,2001,RL,AllPub,1Fam,cara
315000,9,5,2,8,1838,1838,2006,RL,AllPub,1Fam,cara
248000,8,5,4,8,2285,969,2000,RL,AllPub,1Fam,cara
213250,7,5,3,7,1680,1650,1998,RL,AllPub,1Fam,barata
133000,7,5,1,4,767,723,1998,RH,AllPub,TwnhsE,barata
179665,7,5,3,7,1496,654,2006,RL,AllPub,1Fam,barata
229000,7,5,4,9,2183,1204,1988,RL,AllPub,1Fam,cara
210000,6,7,3,6,1635,1065,1923,RL,AllPub,1Fam,barata
129500,5,7,2,5,768,768,1970,RL,AllPub,1Fam,barata
125000,5,7,2,4,825,825,1955,RM,AllPub,1Fam,barata
263000,7,5,4,8,2094,912,2003,FV,AllPub,1Fam,cara
140000,6,6,2,4,1069,1069,1977,RL,AllPub,TwnhsE,barata
112500,5,6,3,5,928,928,1957,RM,AllPub,1Fam,barata
255500,8,5,3,7,1717,1709,2006,RL,AllPub,1Fam,cara
108000,4,5,2,5,1126,0,1949,RL,AllPub,1Fam,barata
284000,7,5,3,8,2046,998,2003,RL,AllPub,1Fam,cara
113000,5,6,2,5,1048,993,1922,RM,AllPub,1Fam,barata
141000,5,5,2,6,1092,1092,1957,RL,AllPub,1Fam,barata
108000,4,6,3,7,1336,637,1920,C (all),AllPub,1Fam,barata
175000,7,5,3,6,1446,729,1996,RL,AllPub,1Fam,barata
234000,7,5,2,7,1557,1374,2003,RL,AllPub,TwnhsE,cara
121500,5,6,3,5,1392,1392,1957,RL,AllPub,1Fam,barata
170000,5,5,2,6,1389,1389,1974,RL,AllPub,1Fam,barata
108000,5,6,3,6,996,996,1940,RL,AllPub,1Fam,barata
185000,6,7,4,8,1674,1163,1918,RL,AllPub,1Fam,barata
268000,7,5,4,9,2295,1095,1992,RL,AllPub,1Fam,cara
128000,6,4,4,6,1647,806,1915,RL,AllPub,1Fam,barata
325000,9,5,4,11,2504,1122,2005,RL,AllPub,1Fam,cara
214000,7,5,3,7,1535,1517,2004,RL,AllPub,1Fam,barata
316600,8,8,1,5,2132,1496,1983,RL,AllPub,1Fam,cara
135960,5,5,2,4,943,943,1979,RL,AllPub,Duplex,barata
142600,5,5,6,10,1728,1728,1965,RL,AllPub,Duplex,barata
120000,6,6,2,4,864,864,1959,RL,AllPub,1Fam,barata
224500,7,5,3,6,1692,846,2009,RL,AllPub,1Fam,cara
170000,7,5,3,8,1430,384,2000,RL,AllPub,1Fam,barata
139000,5,7,3,5,1109,372,1971,RL,AllPub,1Fam,barata
118500,5,5,2,6,1216,832,1947,RL,AllPub,1Fam,barata
145000,7,7,3,6,1477,861,1928,RL,AllPub,1Fam,barata
164500,5,6,3,6,1320,1164,1966,RL,AllPub,1Fam,barata
146000,7,5,2,5,1392,689,2007,FV,AllPub,TwnhsE,barata
131500,5,5,4,7,1795,1050,1954,RM,AllPub,1Fam,barata
181900,6,6,3,7,1429,1144,1960,RL,AllPub,1Fam,barata
253293,8,5,3,8,2042,2042,2008,RL,AllPub,1Fam,cara
118500,6,5,3,5,816,816,1990,RL,AllPub,Duplex,barata
325000,10,9,3,9,2775,1237,1893,RM,AllPub,1Fam,cara
133000,4,7,3,6,1573,884,1935,RM,AllPub,1Fam,barata
369900,8,5,2,7,2028,1868,2005,RL,AllPub,1Fam,cara
130000,6,7,2,5,838,816,1918,RL,AllPub,1Fam,barata
137000,5,6,2,4,860,840,1982,RL,AllPub,1Fam,barata
143000,5,8,1,5,1473,1437,1968,RL,AllPub,1Fam,barata
79500,5,6,2,4,935,742,1930,RM,AllPub,1Fam,barata
185900,7,5,3,6,1582,770,2004,RL,AllPub,1Fam,barata
451950,10,5,3,10,2296,1722,2008,RL,AllPub,1Fam,cara
138000,5,8,2,4,816,816,1982,RL,AllPub,1Fam,barata
140000,6,5,1,4,848,848,2003,RM,AllPub,TwnhsE,barata
110000,5,6,3,5,924,924,1975,RL,AllPub,1Fam,barata
319000,8,5,3,7,1826,1814,2005,RL,AllPub,1Fam,cara
114504,6,7,3,7,1368,684,1910,RM,AllPub,1Fam,barata
194201,7,5,2,7,1402,1258,2006,RL,AllPub,TwnhsE,barata
217500,5,6,3,7,1647,1430,1977,RL,AllPub,1Fam,cara
151000,6,6,3,6,1556,716,1980,RM,AllPub,Twnhs,barata
275000,8,5,3,8,1904,1058,2005,RL,AllPub,1Fam,cara
141000,6,6,3,6,1375,780,1937,RM,AllPub,1Fam,barata
220000,8,5,3,8,1915,908,1992,RL,AllPub,1Fam,cara
151000,7,5,2,4,1200,600,2004,FV,AllPub,TwnhsE,barata
221000,7,5,3,6,1494,1494,2002,RL,AllPub,1Fam,cara
205000,7,6,3,7,1986,768,1965,RL,AllPub,1Fam,barata
152000,5,5,3,6,1040,1040,1996,RL,AllPub,1Fam,barata
225000,5,8,3,8,2008,896,1948,RL,AllPub,1Fam,cara
359100,8,6,4,10,3194,965,1934,RL,AllPub,1Fam,cara
118500,4,5,3,5,1029,1029,1961,RL,AllPub,1Fam,barata
313000,9,5,3,8,2153,1440,2000,RL,AllPub,1Fam,cara
148000,6,6,3,6,1032,1032,1978,RL,AllPub,1Fam,barata
261500,8,5,3,7,1872,1299,2001,RL,AllPub,1Fam,cara
147000,5,5,3,6,1120,1120,2007,RL,AllPub,1Fam,barata
75500,4,6,1,3,630,630,1972,RM,AllPub,TwnhsE,barata
137500,6,7,3,6,1054,936,1963,RL,AllPub,1Fam,barata
183200,6,5,3,7,1509,783,2002,RL,AllPub,1Fam,barata
105500,6,6,2,4,832,832,1954,RL,AllPub,1Fam,barata
314813,9,5,3,9,1828,1822,2007,RL,AllPub,1Fam,cara
305000,8,5,4,10,2262,1482,2003,RL,AllPub,1Fam,cara
67000,3,3,2,5,864,864,1914,RL,AllPub,1Fam,barata
240000,6,7,4,9,2614,1522,1974,RL,AllPub,1Fam,cara
135000,5,6,3,6,980,980,1977,RL,AllPub,1Fam,barata
168500,6,5,2,4,1512,756,2000,FV,AllPub,TwnhsE,barata
165150,6,5,4,8,1790,732,1972,RL,AllPub,1Fam,barata
160000,6,6,3,5,1116,1116,1962,RL,AllPub,1Fam,barata
139900,5,5,3,6,1422,978,1960,RL,AllPub,1Fam,barata
153000,6,6,3,7,1520,1156,1955,RL,AllPub,1Fam,barata
135000,5,5,5,9,2080,1040,1969,RL,AllPub,1Fam,barata
168500,6,5,3,6,1350,1248,1964,RL,AllPub,1Fam,barata
124000,5,6,3,8,1750,636,1880,RM,AllPub,1Fam,barata
209500,8,5,2,6,1554,1554,2006,RL,AllPub,Twnhs,barata
82500,7,5,3,6,1411,1386,1977,RL,AllPub,1Fam,barata
139400,5,7,3,6,1056,1056,1954,RL,AllPub,1Fam,barata
144000,6,5,0,4,1056,1056,1980,RL,AllPub,Duplex,barata
200000,6,7,8,14,3395,1440,1914,RH,AllPub,2fmCon,barata
60000,2,3,1,4,800,264,1936,RM,AllPub,1Fam,barata
93000,5,4,3,7,1387,811,1954,RM,AllPub,2fmCon,barata
85000,5,7,2,4,796,796,1910,RL,AllPub,1Fam,barata
264561,8,5,1,7,1567,1520,2006,RL,AllPub,TwnhsE,cara
274000,8,5,1,6,1518,1518,2003,RL,AllPub,TwnhsE,cara
226000,7,5,3,7,1929,1057,2001,FV,AllPub,1Fam,cara
345000,8,7,4,9,2704,1952,1972,RL,AllPub,1Fam,cara
152000,5,5,4,7,1620,780,1969,RL,AllPub,1Fam,barata
370878,9,5,2,7,1766,1766,2009,FV,AllPub,1Fam,cara
143250,6,5,3,5,981,981,1971,RL,AllPub,1Fam,barata
98300,5,5,3,7,1048,0,1950,RL,AllPub,1Fam,barata
155000,6,5,3,5,1094,1094,1953,RL,AllPub,1Fam,barata
155000,6,5,4,7,1839,756,1966,RL,AllPub,1Fam,barata
84500,4,6,1,3,630,630,1970,RM,AllPub,Twnhs,barata
205950,7,6,3,7,1665,813,2007,FV,AllPub,1Fam,barata
108000,4,5,4,7,1510,755,1940,RL,AllPub,1Fam,barata
191000,7,5,2,7,1716,880,1996,RL,AllPub,1Fam,barata
135000,6,7,3,7,1469,756,1906,RM,AllPub,1Fam,barata
350000,8,6,2,7,2113,2109,1995,RL,AllPub,1Fam,cara
88000,6,5,3,6,1092,525,1971,RM,AllPub,Twnhs,barata
145500,5,7,3,5,1053,1053,1959,RL,AllPub,1Fam,barata
149000,7,6,3,6,1502,776,1931,RL,AllPub,1Fam,barata
97500,6,5,3,6,1458,912,1948,RL,AllPub,1Fam,barata
167000,5,7,3,7,1486,1486,1964,RL,AllPub,1Fam,barata
197900,7,7,3,7,1935,793,1976,RL,AllPub,1Fam,barata
402000,8,7,4,8,2448,1629,1994,RL,AllPub,1Fam,cara
110000,6,3,2,5,1392,1392,1968,RL,AllPub,1Fam,barata
137500,4,5,3,6,1181,1138,1972,RL,AllPub,1Fam,barata
423000,8,5,1,8,2097,2077,2005,RL,AllPub,1Fam,cara
230500,8,5,3,7,1936,1406,2000,RL,AllPub,1Fam,cara
129000,6,5,3,7,2380,1021,1965,RL,AllPub,1Fam,barata
193500,6,5,3,7,1679,1408,1994,RL,AllPub,1Fam,barata
168000,5,6,3,6,1437,1188,1956,RL,AllPub,1Fam,barata
137500,4,5,2,5,1180,700,1922,RL,AllPub,1Fam,barata
173500,6,5,3,7,1476,738,2005,RL,AllPub,1Fam,barata
103600,6,6,3,6,1369,672,1925,RH,AllPub,1Fam,barata
165000,6,6,3,6,1208,1208,1977,RL,AllPub,1Fam,barata
257500,6,7,3,7,1839,1477,1957,RL,AllPub,1Fam,cara
140000,6,6,3,5,1136,1136,1965,RL,AllPub,1Fam,barata
148500,6,6,3,7,1441,855,1978,RL,AllPub,Twnhs,barata
87000,4,2,4,8,1774,1095,1900,RM,AllPub,1Fam,barata
109500,5,8,2,5,792,768,1924,RL,AllPub,1Fam,barata
372500,8,5,3,7,2046,2046,2008,RL,AllPub,1Fam,cara
128500,5,5,3,5,988,988,1961,RL,AllPub,1Fam,barata
143000,6,5,2,5,923,923,1980,RL,AllPub,TwnhsE,barata
159434,5,5,3,6,1520,793,1932,RH,AllPub,1Fam,barata
173000,6,5,2,6,1291,1291,1996,RL,AllPub,1Fam,barata
285000,9,5,3,7,1668,1626,2002,RL,AllPub,1Fam,cara
221000,7,5,4,7,1839,1195,1998,RL,AllPub,1Fam,cara
207500,7,5,3,6,2090,1190,1984,RL,AllPub,TwnhsE,barata
227875,7,6,3,7,1761,874,2007,FV,AllPub,1Fam,cara
148800,7,5,2,4,1102,551,2004,FV,AllPub,TwnhsE,barata
392000,8,6,2,7,1419,1419,2007,RL,AllPub,1Fam,cara
194700,6,5,2,6,1362,1362,2005,RL,AllPub,TwnhsE,barata
141000,6,5,1,3,848,848,2004,RM,AllPub,TwnhsE,barata
755000,10,6,4,10,4316,2444,1994,RL,AllPub,1Fam,cara
335000,7,5,4,9,2519,1210,1989,RL,AllPub,1Fam,cara
108480,5,6,2,4,1073,1073,1921,RL,AllPub,1Fam,barata
141500,5,6,3,5,1539,927,1936,RM,AllPub,1Fam,barata
176000,6,6,2,5,1137,1112,1987,RL,AllPub,1Fam,barata
89000,5,7,2,4,616,616,1921,RM,AllPub,1Fam,barata
123500,5,7,2,6,1148,980,1952,RL,AllPub,1Fam,barata
138500,5,8,3,5,894,894,1965,RL,AllPub,1Fam,barata
196000,7,5,2,5,1391,1391,2004,FV,AllPub,TwnhsE,barata
312500,8,5,3,7,1800,1800,2002,RL,AllPub,1Fam,cara
140000,7,5,3,6,1164,1164,1969,RL,AllPub,1Fam,barata
361919,8,5,4,10,2576,1234,2006,RL,AllPub,1Fam,cara
140000,5,9,4,8,1812,360,1900,RM,AllPub,2fmCon,barata
213000,7,5,3,7,1484,1473,2004,RL,AllPub,1Fam,barata
55000,4,5,3,7,1092,0,1930,RM,AllPub,2fmCon,barata
302000,7,5,2,5,1824,1643,1971,RL,AllPub,1Fam,cara
254000,8,5,2,6,1324,1324,2006,RL,AllPub,TwnhsE,cara
179540,7,5,3,8,1456,728,2007,RL,AllPub,1Fam,barata
109900,5,7,3,6,904,876,1966,RL,AllPub,1Fam,barata
52000,3,6,2,5,729,270,1935,RL,AllPub,1Fam,barata
102776,4,7,2,7,1178,859,1900,C (all),AllPub,1Fam,barata
189000,8,5,2,5,1228,1228,1988,RL,AllPub,TwnhsE,barata
129000,4,5,3,6,960,960,1970,RL,AllPub,2fmCon,barata
130500,6,8,3,6,1479,725,1976,RL,AllPub,1Fam,barata
165000,6,5,3,7,1350,1064,1974,RL,AllPub,1Fam,barata
159500,7,8,3,8,2554,718,1890,RM,AllPub,1Fam,barata
157000,5,6,3,5,1178,1176,1973,RL,AllPub,1Fam,barata
341000,7,5,3,9,2418,1311,1993,RL,AllPub,1Fam,cara
128500,5,6,3,5,971,971,1969,RL,AllPub,1Fam,barata
275000,8,5,2,5,1742,1742,1985,RL,AllPub,1Fam,cara
143000,6,5,1,3,848,848,2004,RM,AllPub,TwnhsE,barata
124500,4,7,3,5,864,864,1970,RL,AllPub,1Fam,barata
135000,4,6,4,7,1470,941,1954,RL,AllPub,1Fam,barata
320000,9,5,3,8,1698,1698,2007,RL,AllPub,1Fam,cara
120500,4,6,3,5,864,864,1970,RL,AllPub,1Fam,barata
222000,6,9,3,5,1680,880,1988,RL,AllPub,1Fam,cara
194500,7,5,2,6,1232,1232,2007,RL,AllPub,1Fam,barata
